quote,author,tags,tags_str,combined
Live to the point of tears.,Albert Camus,[],none,"Quote: ""Live to the point of tears."" by Albert Camus. Tags: none"
"A good library will never be too neat, or too dusty, because somebody will always be in it, taking books off the shelves and staying up late reading them.",Lemony Snicket,[],none,"Quote: ""A good library will never be too neat, or too dusty, because somebody will always be in it, taking books off the shelves and staying up late reading them."" by Lemony Snicket. Tags: none"
"When you stop expecting people to be perfect, you can like them for who they are.",Donald Miller,[],none,"Quote: ""When you stop expecting people to be perfect, you can like them for who they are."" by Donald Miller. Tags: none"
"Stories never really end...even if the books like to pretend they do. Stories always go on. They don't end on the last page, any more than they begin on the first page.",Cornelia Funke,[],none,"Quote: ""Stories never really end...even if the books like to pretend they do. Stories always go on. They don't end on the last page, any more than they begin on the first page."" by Cornelia Funke. Tags: none"
Why didn't I learn to treat everything like it was the last time. My greatest regret was how much I believed in the future.,Jonathan Safran Foer,[],none,"Quote: ""Why didn't I learn to treat everything like it was the last time. My greatest regret was how much I believed in the future."" by Jonathan Safran Foer. Tags: none"
"To see a World in a Grain of Sand And a Heaven in a Wild Flower, Hold Infinity in the palm of your hand And Eternity in an hour.",William Blake,[],none,"Quote: ""To see a World in a Grain of Sand And a Heaven in a Wild Flower, Hold Infinity in the palm of your hand And Eternity in an hour."" by William Blake. Tags: none"
"When the power of love overcomes the love of power, the world will know peace.",Jimi Hendrix,[],none,"Quote: ""When the power of love overcomes the love of power, the world will know peace."" by Jimi Hendrix. Tags: none"
"Remember that wherever your heart is, there you will find your treasure.",Paulo Coelho,[],none,"Quote: ""Remember that wherever your heart is, there you will find your treasure."" by Paulo Coelho. Tags: none"
"After nourishment, shelter and companionship, stories are the thing we need most in the world.",Philip Pullman,[],none,"Quote: ""After nourishment, shelter and companionship, stories are the thing we need most in the world."" by Philip Pullman. Tags: none"
Find what you love and let it kill you.,Charles Bukowski,[],none,"Quote: ""Find what you love and let it kill you."" by Charles Bukowski. Tags: none"
"It was books that made me feel that perhaps I was not completely alone. They could be honest with me, and I with them.",Cassandra Clare,[],none,"Quote: ""It was books that made me feel that perhaps I was not completely alone. They could be honest with me, and I with them."" by Cassandra Clare. Tags: none"
"Just because you call an electric eel a rubber duck doesn't make it a rubber duck, does it? And God help the poor bastard who decides they want to take a bath with the duckie. (Jace Wayland)",Cassandra Clare,[],none,"Quote: ""Just because you call an electric eel a rubber duck doesn't make it a rubber duck, does it? And God help the poor bastard who decides they want to take a bath with the duckie. (Jace Wayland)"" by Cassandra Clare. Tags: none"
"Life is to be enjoyed, not endured",Gordon B. Hinckley,[],none,"Quote: ""Life is to be enjoyed, not endured"" by Gordon B. Hinckley. Tags: none"
There is a stubbornness about me that never can bear to be frightened at the will of others. My courage always rises at every attempt to intimidate me.,Jane Austen,[],none,"Quote: ""There is a stubbornness about me that never can bear to be frightened at the will of others. My courage always rises at every attempt to intimidate me."" by Jane Austen. Tags: none"
Let everything happen to youBeauty and terrorJust keep goingNo feeling is final,Rainer Maria Rilke,[],none,"Quote: ""Let everything happen to youBeauty and terrorJust keep goingNo feeling is final"" by Rainer Maria Rilke. Tags: none"
Learn what is to be taken seriously and laugh at the rest.,Herman Hesse,[],none,"Quote: ""Learn what is to be taken seriously and laugh at the rest."" by Herman Hesse. Tags: none"
It is the time you have wasted for your rose that makes your rose so important.,Antoine de Saint-ExupÃ©ry,[],none,"Quote: ""It is the time you have wasted for your rose that makes your rose so important."" by Antoine de Saint-ExupÃ©ry. Tags: none"
A classic is a book that has never finished saying what it has to say.,Italo Calvino,[],none,"Quote: ""A classic is a book that has never finished saying what it has to say."" by Italo Calvino. Tags: none"
"A book, too, can be a star, a living fire to lighten the darkness, leading out into the expanding universe.",Madeleine L'Engle,[],none,"Quote: ""A book, too, can be a star, a living fire to lighten the darkness, leading out into the expanding universe."" by Madeleine L'Engle. Tags: none"
"Now, you two â€“ this year, you behave yourselves. If I get one more owl telling me you've â€“ you've blown up a toilet or â€“""""Blown up a toilet? We've never blown up a toilet.""""Great idea though, thanks, Mum.",J.K. Rowling,[],none,"Quote: ""Now, you two â€“ this year, you behave yourselves. If I get one more owl telling me you've â€“ you've blown up a toilet or â€“""""Blown up a toilet? We've never blown up a toilet.""""Great idea though, thanks, Mum."" by J.K. Rowling. Tags: none"
I go to seek a Great Perhaps.,FranÃ§ois Rabelais,[],none,"Quote: ""I go to seek a Great Perhaps."" by FranÃ§ois Rabelais. Tags: none"
What are men to rocks and mountains?,Jane Austen,[],none,"Quote: ""What are men to rocks and mountains?"" by Jane Austen. Tags: none"
"You can't be happy unless you're unhappy sometimes"".",Lauren Oliver,[],none,"Quote: ""You can't be happy unless you're unhappy sometimes""."" by Lauren Oliver. Tags: none"
The man of knowledge must be able not only to love his enemies but also to hate his friends.,Friedrich Nietzsche,[],none,"Quote: ""The man of knowledge must be able not only to love his enemies but also to hate his friends."" by Friedrich Nietzsche. Tags: none"
"If you obey all of the rules, you miss all of the fun.",Katharine Hepburn,[],none,"Quote: ""If you obey all of the rules, you miss all of the fun."" by Katharine Hepburn. Tags: none"
"Dwell on the beauty of life. Watch the stars, and see yourself running with them.",Marcus Aurelius,[],none,"Quote: ""Dwell on the beauty of life. Watch the stars, and see yourself running with them."" by Marcus Aurelius. Tags: none"
"I am not sure that I exist, actually. I am all the writers that I have read, all the people that I have met, all the women that I have loved; all the cities I have visited.",Jorge Luis Borges,[],none,"Quote: ""I am not sure that I exist, actually. I am all the writers that I have read, all the people that I have met, all the women that I have loved; all the cities I have visited."" by Jorge Luis Borges. Tags: none"
"Ah,â€� said a voice from the doorway, â€œhaving your annual â€˜everyone thinks Will is a lunaticâ€™ meeting, are you? â€œItâ€™s biannual,â€� said Jem. â€œAnd no, this is not that meeting.",Cassandra Clare,[],none,"Quote: ""Ah,â€� said a voice from the doorway, â€œhaving your annual â€˜everyone thinks Will is a lunaticâ€™ meeting, are you? â€œItâ€™s biannual,â€� said Jem. â€œAnd no, this is not that meeting."" by Cassandra Clare. Tags: none"
"If no one in the entire world cared about you, did you really exist at all?",Cassandra Clare,[],none,"Quote: ""If no one in the entire world cared about you, did you really exist at all?"" by Cassandra Clare. Tags: none"
"Mom. I have something to tell you. Iâ€™m undead. Now, I know you may have some preconceived notions about the undead. I know you may not be comfortable with the idea of me being undead. But Iâ€™m here to tell you that undead are just like you and me â€¦ well, okay. Possibly more like me than you.",Cassandra Clare,[],none,"Quote: ""Mom. I have something to tell you. Iâ€™m undead. Now, I know you may have some preconceived notions about the undead. I know you may not be comfortable with the idea of me being undead. But Iâ€™m here to tell you that undead are just like you and me â€¦ well, okay. Possibly more like me than you."" by Cassandra Clare. Tags: none"
How vain it is to sit down to write when you have not stood up to live.,Henry David Thoreau,[],none,"Quote: ""How vain it is to sit down to write when you have not stood up to live."" by Henry David Thoreau. Tags: none"
"You're off to Great Places!Today is your day!Your mountain is waiting,So... get on your way!",Dr. Seuss,[],none,"Quote: ""You're off to Great Places!Today is your day!Your mountain is waiting,So... get on your way!"" by Dr. Seuss. Tags: none"
History will be kind to me for I intend to write it.,Winston S. Churchill,[],none,"Quote: ""History will be kind to me for I intend to write it."" by Winston S. Churchill. Tags: none"
"Hate the sin, love the sinner.",Mahatma Gandhi,[],none,"Quote: ""Hate the sin, love the sinner."" by Mahatma Gandhi. Tags: none"
"I care for myself. The more solitary, the more friendless, the more unsustained I am, the more I will respect myself.",Charlotte BrontÃ«,[],none,"Quote: ""I care for myself. The more solitary, the more friendless, the more unsustained I am, the more I will respect myself."" by Charlotte BrontÃ«. Tags: none"
Judge a man by his questions rather than by his answers.,Voltaire,[],none,"Quote: ""Judge a man by his questions rather than by his answers."" by Voltaire. Tags: none"
I lived in books more than I lived anywhere else.,Neil Gaiman,[],none,"Quote: ""I lived in books more than I lived anywhere else."" by Neil Gaiman. Tags: none"
"Holey? You have the the whole world of ear-related humor before you, you go for holey?",J.K. Rowling,[],none,"Quote: ""Holey? You have the the whole world of ear-related humor before you, you go for holey?"" by J.K. Rowling. Tags: none"
"I don't want to be at the mercy of my emotions. I want to use them, to enjoy them, and to dominate them.",Oscar Wilde,[],none,"Quote: ""I don't want to be at the mercy of my emotions. I want to use them, to enjoy them, and to dominate them."" by Oscar Wilde. Tags: none"
"What Is Love? I have met in the streets a very poor young man who was in love. His hat was old, his coat worn, the water passed through his shoes and the stars through his soul",Victor Hugo,[],none,"Quote: ""What Is Love? I have met in the streets a very poor young man who was in love. His hat was old, his coat worn, the water passed through his shoes and the stars through his soul"" by Victor Hugo. Tags: none"
"Some birds are not meant to be caged, that's all. Their feathers are too bright, their songs too sweet and wild. So you let them go, or when you open the cage to feed them they somehow fly out past you. And the part of you that knows it was wrong to imprison them in the first place rejoices, but still, the place where you live is that much more drab and empty for their departure.",Stephen King,[],none,"Quote: ""Some birds are not meant to be caged, that's all. Their feathers are too bright, their songs too sweet and wild. So you let them go, or when you open the cage to feed them they somehow fly out past you. And the part of you that knows it was wrong to imprison them in the first place rejoices, but still, the place where you live is that much more drab and empty for their departure."" by Stephen King. Tags: none"
And that's the thing about people who mean everything they say. They think everyone else does too.,Khaled Hosseini,[],none,"Quote: ""And that's the thing about people who mean everything they say. They think everyone else does too."" by Khaled Hosseini. Tags: none"
"You see, cuckoos are parasites. They lay their eggs in other birds' nests. When the egg hatches, the baby cuckoo pushes the other baby birds out of the nest. The poor parent birds work themselves to death trying to find enough food to feed the enormous cuckoo child who has murdered their babies and taken their places.""""Enormous?"" said Jace. ""Did you just call me fat?""""It was an analogy.""""I am not fat.",Cassandra Clare,[],none,"Quote: ""You see, cuckoos are parasites. They lay their eggs in other birds' nests. When the egg hatches, the baby cuckoo pushes the other baby birds out of the nest. The poor parent birds work themselves to death trying to find enough food to feed the enormous cuckoo child who has murdered their babies and taken their places.""""Enormous?"" said Jace. ""Did you just call me fat?""""It was an analogy.""""I am not fat."" by Cassandra Clare. Tags: none"
Learn to light a candle in the darkest moments of someoneâ€™s life. Be the light that helps others see; it is what gives life its deepest significance.,Roy T. Bennett,[],none,"Quote: ""Learn to light a candle in the darkest moments of someoneâ€™s life. Be the light that helps others see; it is what gives life its deepest significance."" by Roy T. Bennett. Tags: none"
"Well, nowIf little by little you stop loving meI shall stop loving youLittle by littleIf suddenly you forget meDo not look for meFor I shall already have forgotten youIf you think it long and mad the wind of banners that passes through my lifeAnd you decide to leave me at the shore of the heart where I have rootsRememberThat on that day, at that hour, I shall lift my armsAnd my roots will set off to seek another land",Pablo Neruda,[],none,"Quote: ""Well, nowIf little by little you stop loving meI shall stop loving youLittle by littleIf suddenly you forget meDo not look for meFor I shall already have forgotten youIf you think it long and mad the wind of banners that passes through my lifeAnd you decide to leave me at the shore of the heart where I have rootsRememberThat on that day, at that hour, I shall lift my armsAnd my roots will set off to seek another land"" by Pablo Neruda. Tags: none"
Sanity and happiness are an impossible combination.,Mark Twain,[],none,"Quote: ""Sanity and happiness are an impossible combination."" by Mark Twain. Tags: none"
"We have to allow ourselves to be loved by the people who really love us, the people who really matter. Too much of the time, we are blinded by our own pursuits of people to love us, people that don't even matter, while all that time we waste and the people who do love us have to stand on the sidewalk and watch us beg in the streets! It's time to put an end to this. It's time for us to let ourselves be loved.",C. JoyBell C.,[],none,"Quote: ""We have to allow ourselves to be loved by the people who really love us, the people who really matter. Too much of the time, we are blinded by our own pursuits of people to love us, people that don't even matter, while all that time we waste and the people who do love us have to stand on the sidewalk and watch us beg in the streets! It's time to put an end to this. It's time for us to let ourselves be loved."" by C. JoyBell C.. Tags: none"
"People who claim that they're evil are usually no worse than the rest of us... It's people who claim that they're good, or any way better than the rest of us, that you have to be wary of.",Gregory Maguire,[],none,"Quote: ""People who claim that they're evil are usually no worse than the rest of us... It's people who claim that they're good, or any way better than the rest of us, that you have to be wary of."" by Gregory Maguire. Tags: none"
The reason it hurts so much to separate is because our souls are connected.,Nicholas Sparks,[],none,"Quote: ""The reason it hurts so much to separate is because our souls are connected."" by Nicholas Sparks. Tags: none"
"You are imperfect, permanently and inevitably flawed. And you are beautiful.",Amy Bloom,[],none,"Quote: ""You are imperfect, permanently and inevitably flawed. And you are beautiful."" by Amy Bloom. Tags: none"
Great spirits have always encountered violent opposition from mediocre minds.,Albert Einstein,[],none,"Quote: ""Great spirits have always encountered violent opposition from mediocre minds."" by Albert Einstein. Tags: none"
He's a wallflower. You see things. You keep quiet about them. And you understand.,Stephen Chbosky,[],none,"Quote: ""He's a wallflower. You see things. You keep quiet about them. And you understand."" by Stephen Chbosky. Tags: none"
The silence depressed me. It wasn't the silence of silence. It was my own silence.,Sylvia Plath,[],none,"Quote: ""The silence depressed me. It wasn't the silence of silence. It was my own silence."" by Sylvia Plath. Tags: none"
"Out of the corner of her eye she thought she saw Jace shoot her a look of white rage - but when she glanced at him, he looked as he always did: easy, confident, slightly bored.""In future, Clarissa,"" he said, ""it might be wise to mention that you already have a man in your bed, to avoid such tedious situations.""""You invited him into bed?"" Simon demanded, looking shaken.""Ridiculous, isn't it?"" said Jace. ""We would never have all fit.""""I didn't invite him into bed,"" Clary snapped. ""We were just kissing.""""Just kissing?"" Jace's tone mocked her with its false hurt. ""How swiftly you dismiss our love.",Cassandra Clare,[],none,"Quote: ""Out of the corner of her eye she thought she saw Jace shoot her a look of white rage - but when she glanced at him, he looked as he always did: easy, confident, slightly bored.""In future, Clarissa,"" he said, ""it might be wise to mention that you already have a man in your bed, to avoid such tedious situations.""""You invited him into bed?"" Simon demanded, looking shaken.""Ridiculous, isn't it?"" said Jace. ""We would never have all fit.""""I didn't invite him into bed,"" Clary snapped. ""We were just kissing.""""Just kissing?"" Jace's tone mocked her with its false hurt. ""How swiftly you dismiss our love."" by Cassandra Clare. Tags: none"
We are all atheists about most of the gods that humanity has ever believed in. Some of us just go one god further.,Richard Dawkins,[],none,"Quote: ""We are all atheists about most of the gods that humanity has ever believed in. Some of us just go one god further."" by Richard Dawkins. Tags: none"
"No matter how much suffering you went through, you never wanted to let go of those memories.",haruki murakami,[],none,"Quote: ""No matter how much suffering you went through, you never wanted to let go of those memories."" by haruki murakami. Tags: none"
Many people lose the small joys in the hope for the big happiness.,Pearl S. Buck,[],none,"Quote: ""Many people lose the small joys in the hope for the big happiness."" by Pearl S. Buck. Tags: none"
"All the world's a stage, And all the men and women merely players; They have their exits and their entrances; And one man in his time plays many parts, His acts being seven ages.",William Shakespeare,[],none,"Quote: ""All the world's a stage, And all the men and women merely players; They have their exits and their entrances; And one man in his time plays many parts, His acts being seven ages."" by William Shakespeare. Tags: none"
To burn with desire and keep quiet about it is the greatest punishment we can bring on ourselves.,Federico GarcÃ­a Lorca,[],none,"Quote: ""To burn with desire and keep quiet about it is the greatest punishment we can bring on ourselves."" by Federico GarcÃ­a Lorca. Tags: none"
Usually I'm remarkably good natured. Try me on a day that doesn't end in y.,Cassandra Clare,[],none,"Quote: ""Usually I'm remarkably good natured. Try me on a day that doesn't end in y."" by Cassandra Clare. Tags: none"
And I like large parties. Theyâ€™re so intimate. At small parties there isnâ€™t any privacy.,F. Scott Fitzgerald,[],none,"Quote: ""And I like large parties. Theyâ€™re so intimate. At small parties there isnâ€™t any privacy."" by F. Scott Fitzgerald. Tags: none"
And so it goes...,Kurt Vonnegut,[],none,"Quote: ""And so it goes..."" by Kurt Vonnegut. Tags: none"
"Don't say you don't have enough time. You have exactly the same number of hours per day that were given to Helen Keller, Pasteur, Michelangelo, Mother Teresa, Leonardo da Vinci, Thomas Jefferson, and Albert Einstein.",H. Jackson Brown Jr.,[],none,"Quote: ""Don't say you don't have enough time. You have exactly the same number of hours per day that were given to Helen Keller, Pasteur, Michelangelo, Mother Teresa, Leonardo da Vinci, Thomas Jefferson, and Albert Einstein."" by H. Jackson Brown Jr.. Tags: none"
"There was a clatter as the basilisk fangs cascaded out of Hermione's arms. Running at Ron, she flung them around his neck and kissed him full on the mouth. Ron threw away the fangs and broomstick he was holding and responded with such enthusiasm that he lifted Hermione off her feet. ""Is this the moment?"" Harry asked weakly, and when nothing happened except that Ron and Hermione gripped each other still more firmly and swayed on the spot, he raised his voice. ""OI! There's a war going on here!"" Ron and Hermione broke apart, their arms still around each other. ""I know, mate,"" said Ron, who looked as though he had recently been hit on the back of the head with a Bludger, ""so it's now or never, isn't it?"" ""Never mind that, what about the Horcrux?"" Harry shouted. ""D'you think you could just --- just hold it in, until we've got the diadem?"" ""Yeah --- right --- sorry ---"" said Ron, and he and Hermione set about gathering up fangs, both pink in the face.",J.K. Rowling,[],none,"Quote: ""There was a clatter as the basilisk fangs cascaded out of Hermione's arms. Running at Ron, she flung them around his neck and kissed him full on the mouth. Ron threw away the fangs and broomstick he was holding and responded with such enthusiasm that he lifted Hermione off her feet. ""Is this the moment?"" Harry asked weakly, and when nothing happened except that Ron and Hermione gripped each other still more firmly and swayed on the spot, he raised his voice. ""OI! There's a war going on here!"" Ron and Hermione broke apart, their arms still around each other. ""I know, mate,"" said Ron, who looked as though he had recently been hit on the back of the head with a Bludger, ""so it's now or never, isn't it?"" ""Never mind that, what about the Horcrux?"" Harry shouted. ""D'you think you could just --- just hold it in, until we've got the diadem?"" ""Yeah --- right --- sorry ---"" said Ron, and he and Hermione set about gathering up fangs, both pink in the face."" by J.K. Rowling. Tags: none"
Nowadays people know the price of everything and the value of nothing.,Oscar Wilde,[],none,"Quote: ""Nowadays people know the price of everything and the value of nothing."" by Oscar Wilde. Tags: none"
"Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a second's encounter with God and with eternity.",Paulo Coelho,[],none,"Quote: ""Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a second's encounter with God and with eternity."" by Paulo Coelho. Tags: none"
"Be grateful for what you already have while you pursue your goals. If you arenâ€™t grateful for what you already have, what makes you think you would be happy with more.",Roy T. Bennett,[],none,"Quote: ""Be grateful for what you already have while you pursue your goals. If you arenâ€™t grateful for what you already have, what makes you think you would be happy with more."" by Roy T. Bennett. Tags: none"
I dream my painting and I paint my dream.,Vincent Willem van Gogh,[],none,"Quote: ""I dream my painting and I paint my dream."" by Vincent Willem van Gogh. Tags: none"
Forever is composed of nows.,Emily Dickinson,[],none,"Quote: ""Forever is composed of nows."" by Emily Dickinson. Tags: none"
"Once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return.",Leonardo da Vinci,[],none,"Quote: ""Once you have tasted flight, you will forever walk the earth with your eyes turned skyward, for there you have been, and there you will always long to return."" by Leonardo da Vinci. Tags: none"
"Education is an admirable thing, but it is well to remember from time to time that nothing that is worth knowing can be taught.",Oscar Wilde,[],none,"Quote: ""Education is an admirable thing, but it is well to remember from time to time that nothing that is worth knowing can be taught."" by Oscar Wilde. Tags: none"
This is your life and its ending one moment at a time.,Chuck Palahniuk,[],none,"Quote: ""This is your life and its ending one moment at a time."" by Chuck Palahniuk. Tags: none"
"If you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats.",Lemony Snicket,[],none,"Quote: ""If you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats."" by Lemony Snicket. Tags: none"
"People are more difficult to work with than machines. And when you break a person, he can't be fixed.",Rick Riordan,[],none,"Quote: ""People are more difficult to work with than machines. And when you break a person, he can't be fixed."" by Rick Riordan. Tags: none"
"The thing about growing up with Fred and George,"" said Ginny thoughtfully, ""is that you sort of start thinking anything's possible if you've got enough nerve.",J. K. Rowling,[],none,"Quote: ""The thing about growing up with Fred and George,"" said Ginny thoughtfully, ""is that you sort of start thinking anything's possible if you've got enough nerve."" by J. K. Rowling. Tags: none"
"Treat everyone with politeness and kindness, not because they are nice, but because you are.",Roy T. Bennett,[],none,"Quote: ""Treat everyone with politeness and kindness, not because they are nice, but because you are."" by Roy T. Bennett. Tags: none"
"Things we lose have a way of coming back to us in the end, if not always in the way we expect.",JK Rowling,[],none,"Quote: ""Things we lose have a way of coming back to us in the end, if not always in the way we expect."" by JK Rowling. Tags: none"
Books have a unique way of stopping time in a particular moment and saying: Letâ€™s not forget this.,Dave Eggers,[],none,"Quote: ""Books have a unique way of stopping time in a particular moment and saying: Letâ€™s not forget this."" by Dave Eggers. Tags: none"
Start each day with a positive thought and a grateful heart.,Roy T. Bennett,[],none,"Quote: ""Start each day with a positive thought and a grateful heart."" by Roy T. Bennett. Tags: none"
"Believe in Your HeartBelieve in your heart that you're meant to live a life full of passion, purpose, magic and miracles.",Roy T. Bennett,[],none,"Quote: ""Believe in Your HeartBelieve in your heart that you're meant to live a life full of passion, purpose, magic and miracles."" by Roy T. Bennett. Tags: none"
"That was the thing. You never got used to it, the idea of someone being gone. Just when you think it's reconciled, accepted, someone points it out to you, and it just hits you all over again, that shocking.",Sarah Dessen,[],none,"Quote: ""That was the thing. You never got used to it, the idea of someone being gone. Just when you think it's reconciled, accepted, someone points it out to you, and it just hits you all over again, that shocking."" by Sarah Dessen. Tags: none"
"Both Rowling and Meyer, theyâ€™re speaking directly to young people. â€¦ The real difference is that Jo Rowling is a terrific writer and Stephenie Meyer canâ€™t write worth a darn. Sheâ€™s not very good.",Stephen King,[],none,"Quote: ""Both Rowling and Meyer, theyâ€™re speaking directly to young people. â€¦ The real difference is that Jo Rowling is a terrific writer and Stephenie Meyer canâ€™t write worth a darn. Sheâ€™s not very good."" by Stephen King. Tags: none"
"Reading is escape, and the opposite of escape; it's a way to make contact with reality after a day of making things up, and it's a way of making contact with someone else's imagination after a day that's all too real.",Nora Ephron,[],none,"Quote: ""Reading is escape, and the opposite of escape; it's a way to make contact with reality after a day of making things up, and it's a way of making contact with someone else's imagination after a day that's all too real."" by Nora Ephron. Tags: none"
A man can no more diminish God's glory by refusing to worship Him than a lunatic can put out the sun by scribbling the word 'darkness' on the walls of his cell.,C.S. Lewis,[],none,"Quote: ""A man can no more diminish God's glory by refusing to worship Him than a lunatic can put out the sun by scribbling the word 'darkness' on the walls of his cell."" by C.S. Lewis. Tags: none"
Never close your lips to those whom you have already opened your heart.,Charles Dickens,[],none,"Quote: ""Never close your lips to those whom you have already opened your heart."" by Charles Dickens. Tags: none"
"If you have two friends in your lifetime, you're lucky. If you have one good friend, you're more than lucky.",S.E. Hinton,[],none,"Quote: ""If you have two friends in your lifetime, you're lucky. If you have one good friend, you're more than lucky."" by S.E. Hinton. Tags: none"
"One love, one heart, one destiny.",Robert Marley,[],none,"Quote: ""One love, one heart, one destiny."" by Robert Marley. Tags: none"
"Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent.",Neil Gaiman,[],none,"Quote: ""Stories may well be lies, but they are good lies that say true things, and which can sometimes pay the rent."" by Neil Gaiman. Tags: none"
"If you gave someone your heart and they died, did they take it with them? Did you spend the rest of forever with a hole inside you that couldn't be filled?",Jodi Picoult,[],none,"Quote: ""If you gave someone your heart and they died, did they take it with them? Did you spend the rest of forever with a hole inside you that couldn't be filled?"" by Jodi Picoult. Tags: none"
"I was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life.",Fitzgerald F. Scott,[],none,"Quote: ""I was within and without, simultaneously enchanted and repelled by the inexhaustible variety of life."" by Fitzgerald F. Scott. Tags: none"
"The secret of health for both mind and body is not to mourn for the past, nor to worry about the future, but to live the present moment wisely and earnestly.",Bukkyo Dendo Kyokai,[],none,"Quote: ""The secret of health for both mind and body is not to mourn for the past, nor to worry about the future, but to live the present moment wisely and earnestly."" by Bukkyo Dendo Kyokai. Tags: none"
"Dance, when you're broken open. Dance, if you've torn the bandage off. Dance in the middle of the fighting. Dance in your blood. Dance when you're perfectly free.",Rumi,[],none,"Quote: ""Dance, when you're broken open. Dance, if you've torn the bandage off. Dance in the middle of the fighting. Dance in your blood. Dance when you're perfectly free."" by Rumi. Tags: none"
"If she's amazing, she won't be easy. If she's easy, she won't be amazing. If she's worth it, you wont give up. If you give up, you're not worthy. ... Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for.",Bob Marley,[],none,"Quote: ""If she's amazing, she won't be easy. If she's easy, she won't be amazing. If she's worth it, you wont give up. If you give up, you're not worthy. ... Truth is, everybody is going to hurt you; you just gotta find the ones worth suffering for."" by Bob Marley. Tags: none"
"The greater the love, the greater the tragedy when it's over.",Nicholas Sparks,[],none,"Quote: ""The greater the love, the greater the tragedy when it's over."" by Nicholas Sparks. Tags: none"
"It isn't possible to love and part. You will wish that it was. You can transmute love, ignore it, muddle it, but you can never pull it out of you. I know by experience that the poets are right: love is eternal.",E.M. Forster,[],none,"Quote: ""It isn't possible to love and part. You will wish that it was. You can transmute love, ignore it, muddle it, but you can never pull it out of you. I know by experience that the poets are right: love is eternal."" by E.M. Forster. Tags: none"
"The darker the night, the brighter the stars,  The deeper the grief, the closer is God!",Fyodor Dostoevsky,[],none,"Quote: ""The darker the night, the brighter the stars,  The deeper the grief, the closer is God!"" by Fyodor Dostoevsky. Tags: none"
I will not let anyone walk through my mind with their dirty feet.,mahatma gandhi,[],none,"Quote: ""I will not let anyone walk through my mind with their dirty feet."" by mahatma gandhi. Tags: none"
"Do you wish me a good morning, or mean that it is a good morning whether I want it or not; or that you feel good this morning; or that it is a morning to be good on?",J.R.R. Tolkien,[],none,"Quote: ""Do you wish me a good morning, or mean that it is a good morning whether I want it or not; or that you feel good this morning; or that it is a morning to be good on?"" by J.R.R. Tolkien. Tags: none"
"Finally, from so little sleeping and so much reading, his brain dried up and he went completely out of his mind.",Miguel de Cervantes Saavedra,[],none,"Quote: ""Finally, from so little sleeping and so much reading, his brain dried up and he went completely out of his mind."" by Miguel de Cervantes Saavedra. Tags: none"
"And on the subject of burning books: I want to congratulate librarians, not famous for their physical strength or their powerful political connections or their great wealth, who, all over this country, have staunchly resisted anti-democratic bullies who have tried to remove certain books from their shelves, and have refused to reveal to thought police the names of persons who have checked out those titles.So the America I loved still exists, if not in the White House or the Supreme Court or the Senate or the House of Representatives or the media. The America I love still exists at the front desks of our public libraries.",Kurt Vonnegut,[],none,"Quote: ""And on the subject of burning books: I want to congratulate librarians, not famous for their physical strength or their powerful political connections or their great wealth, who, all over this country, have staunchly resisted anti-democratic bullies who have tried to remove certain books from their shelves, and have refused to reveal to thought police the names of persons who have checked out those titles.So the America I loved still exists, if not in the White House or the Supreme Court or the Senate or the House of Representatives or the media. The America I love still exists at the front desks of our public libraries."" by Kurt Vonnegut. Tags: none"
There are no faster or firmer friendships than those formed between people who love the same books.,Irving Stone,[],none,"Quote: ""There are no faster or firmer friendships than those formed between people who love the same books."" by Irving Stone. Tags: none"
Don't take life too seriously. Punch it in the face when it needs a good hit. Laugh at it.,Colleen Hoover,[],none,"Quote: ""Don't take life too seriously. Punch it in the face when it needs a good hit. Laugh at it."" by Colleen Hoover. Tags: none"
"What you do, the way you think, makes you beautiful.",Scott Westerfeld,[],none,"Quote: ""What you do, the way you think, makes you beautiful."" by Scott Westerfeld. Tags: none"
"When someone is crying, of course, the noble thing to do is to comfort them. But if someone is trying to hide their tears, it may also be noble to pretend you do not notice them.",Lemony Snicket,[],none,"Quote: ""When someone is crying, of course, the noble thing to do is to comfort them. But if someone is trying to hide their tears, it may also be noble to pretend you do not notice them."" by Lemony Snicket. Tags: none"
"I, myself, am made entirely of flaws, stitched together with good intentions.",Augusten Burroughs,[],none,"Quote: ""I, myself, am made entirely of flaws, stitched together with good intentions."" by Augusten Burroughs. Tags: none"
"No amount of regretting can change the past, and no amount of worrying can change the future.",Roy T. Bennett,[],none,"Quote: ""No amount of regretting can change the past, and no amount of worrying can change the future."" by Roy T. Bennett. Tags: none"
